Variable,row,age,sex,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,maharat,roshd,khodpeiravi,ertebatm,rezayat,manaviat,shadi,behzisti
,39,,1,3,4,1,1,2,2,1,1,2,3,2,1,2,3,2,1,2,2,3,3,2,1,2,4,3,3,1,2,4,4,1,1,1,2,4,2,2,2,2,3,4,2,2,3,3,1,2,2,1,1,2,2,2,3,4,2,2,3,3,2,2,1,1,2,2,2,1,2,3,2,2,2,2,3,3,1,3,5,3,2,5,5,4,5,5,5,4,5,4,4,3,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,3,2,1,1,5,4,3,5,5,2,3,1,1,4,2,3,2,2,4,155,20,27,19,37,18,46,167
,40,,1,1,2,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1,4,1,2,1,1,4,2,3,1,1,3,4,1,1,1,1,1,1,1,1,5,3,3,1,2,4,1,1,1,1,1,1,1,1,2,1,2,4,1,2,4,1,1,1,1,4,2,1,1,2,1,3,1,1,3,4,2,1,4,5,5,5,5,5,4,5,5,5,4,4,5,5,4,5,4,5,5,3,2,1,1,1,2,1,3,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,5,2,1,5,5,1,4,2,2,5,2,3,1,1,5,164,19,17,16,30,22,33,136
,41,,1,3,1,1,1,2,1,2,1,2,2,4,1,1,1,1,1,2,1,1,4,1,1,1,4,3,1,1,1,2,5,1,1,1,1,3,3,3,1,1,3,1,3,1,3,3,1,2,3,1,1,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,5,3,5,5,4,3,5,4,5,3,5,5,4,4,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,2,4,2,1,5,1,1,5,3,1,5,3,1,5,1,3,2,1,4,154,18,32,16,39,20,42,168
,42,,1,2,3,1,2,3,2,2,2,1,1,2,2,3,2,1,3,1,3,3,3,1,2,2,3,2,3,1,2,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,4,2,2,3,2,1,4,3,2,3,3,3,4,3,4,2,2,3,3,1,1,2,3,1,3,3,2,2,4,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,2,2,1,1,3,1,1,3,1,3,3,1,3,3,3,4,148,19,26,15,47,28,51,188
,43,,1,3,4,3,2,4,2,2,1,3,3,4,1,4,1,2,3,3,4,2,4,3,3,3,4,4,4,1,1,1,4,3,3,2,3,3,3,3,3,3,4,4,3,2,4,3,1,3,3,2,1,3,4,3,3,3,3,3,3,3,3,2,3,1,3,3,1,1,3,3,3,2,3,4,3,3,1,5,3,4,3,3,3,2,4,3,3,3,4,2,5,2,4,4,3,2,2,2,2,2,2,1,1,2,2,1,2,1,3,1,3,1,3,3,1,3,3,3,1,4,1,1,2,1,1,3,2,3,3,2,3,1,2,2,133,23,32,26,52,27,56,214
,44,,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,5,5,2,3,3,5,3,3,1,3,3,2,3,1,1,1,3,3,3,2,4,3,5,3,4,5,2,1,3,1,1,3,3,2,3,2,3,3,1,5,3,3,1,1,1,2,1,1,4,4,3,4,3,3,4,1,3,1,4,1,5,5,5,5,3,5,5,1,5,5,3,5,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,118,19,32,19,40,24,53,185
,45,,1,3,1,1,1,1,1,2,1,3,3,3,1,1,1,1,2,1,5,4,3,1,2,1,3,4,1,2,1,5,5,1,1,1,1,3,1,2,3,2,2,2,3,1,3,3,1,1,3,1,3,3,1,1,1,4,3,1,4,2,1,1,1,1,1,1,3,2,2,2,4,1,1,1,1,3,3,3,5,4,5,3,4,3,5,4,5,4,5,3,3,5,3,5,4,5,4,1,2,1,4,4,3,3,2,1,4,2,4,2,2,1,1,2,2,5,3,2,1,5,3,4,5,3,2,5,4,4,2,2,4,3,1,3,181,18,23,15,35,21,39,154
,46,,1,1,4,3,2,2,1,3,2,2,3,2,3,4,3,3,4,2,2,4,4,4,1,3,2,4,1,2,2,3,3,4,3,4,3,2,3,4,3,2,3,2,3,2,3,4,2,3,2,3,4,1,4,3,2,3,2,1,2,1,4,2,3,1,2,2,2,1,2,3,2,1,1,2,2,2,2,2,4,3,2,4,4,5,5,2,4,3,1,4,4,2,4,5,3,4,2,1,2,3,2,1,2,3,3,1,3,1,3,3,3,2,2,1,1,2,2,1,2,3,3,4,4,4,4,4,3,4,4,2,4,3,3,4,162,20,24,21,56,31,39,193
,47,,1,3,5,1,1,2,1,2,1,1,1,2,1,1,1,1,1,3,1,1,4,3,2,2,2,4,1,1,1,3,3,1,1,2,2,3,3,3,1,1,1,2,3,3,3,3,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,3,4,5,3,5,5,3,5,3,5,3,4,3,4,2,3,3,2,5,2,2,2,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,3,5,2,5,5,3,5,1,1,4,1,3,1,1,4,144,20,26,15,43,21,48,174
,48,,1,2,5,2,3,2,1,1,1,2,2,3,1,3,2,1,2,2,3,3,4,1,1,1,4,2,3,1,1,3,4,3,2,2,1,3,2,2,2,2,2,4,2,2,4,2,2,3,3,2,4,2,2,4,2,3,4,3,3,2,2,3,3,1,2,1,1,1,2,3,2,3,2,2,1,1,2,1,4,5,5,4,4,3,5,4,4,3,5,4,5,2,4,5,4,3,2,5,4,1,1,1,2,4,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,4,4,2,3,1,1,5,5,1,3,2,4,4,4,3,162,17,28,16,43,25,42,173
,49,,1,2,2,2,3,1,2,2,1,3,3,3,3,2,3,2,2,3,3,3,4,3,3,3,3,2,3,1,2,4,4,3,3,3,3,4,3,3,2,2,3,3,3,2,3,3,2,3,3,2,1,3,3,3,3,3,2,3,4,2,3,3,3,1,3,3,1,1,3,3,3,3,3,3,2,3,3,3,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,5,5,2,1,2,1,1,1,1,2,2,1,3,1,2,2,2,1,1,1,1,1,2,2,1,3,4,3,4,3,3,4,2,2,3,3,3,2,3,4,163,21,30,21,56,24,50,204
,50,,1,3,2,2,1,4,3,1,2,2,2,3,2,4,2,2,3,2,2,4,4,1,2,2,5,1,5,2,2,4,2,5,1,2,3,2,1,3,3,2,2,3,4,2,2,2,1,1,1,1,1,1,2,2,4,5,4,1,5,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,4,1,4,5,3,3,5,5,5,5,4,5,3,4,2,4,2,5,5,5,5,4,1,2,3,2,2,1,2,1,4,4,1,2,2,3,1,1,1,1,2,5,2,1,4,2,2,4,1,3,5,2,4,5,3,5,1,4,5,173,18,27,17,44,26,45,177
,51,,1,1,3,1,1,2,2,3,1,2,4,3,3,1,3,1,1,2,3,1,3,1,3,5,5,3,5,1,1,3,5,1,1,1,1,2,1,1,2,4,2,1,3,5,4,5,1,1,2,2,4,2,3,3,5,1,2,1,3,1,1,2,1,1,2,1,3,1,1,3,4,1,1,1,2,5,1,1,3,5,4,3,5,4,5,5,3,4,5,4,3,3,5,4,3,3,1,1,2,1,1,1,1,3,2,1,3,1,2,1,2,1,1,1,2,1,1,3,1,1,2,2,3,1,1,5,1,1,4,1,5,2,1,5,140,13,23,17,40,23,53,170
,52,,1,3,2,3,2,1,1,1,1,1,2,3,2,5,2,1,1,1,2,4,4,1,1,1,3,4,4,1,1,5,5,1,1,1,1,4,1,4,1,2,1,4,4,2,5,3,1,1,1,1,5,4,1,4,1,1,2,1,5,4,1,1,1,1,1,1,1,1,2,1,4,1,1,1,2,4,1,2,5,5,5,3,3,5,5,3,5,4,5,3,5,4,5,5,4,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,2,1,5,1,5,5,1,1,5,2,3,1,1,5,148,22,27,12,31,24,45,162
,53,,1,3,4,2,1,2,2,3,1,3,3,4,3,3,3,3,2,3,3,4,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,1,5,1,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,5,5,5,5,5,3,5,4,5,5,5,4,5,5,4,5,3,4,2,2,1,3,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,3,3,2,4,3,2,3,1,2,5,1,1,5,1,4,1,2,5,159,23,30,23,52,33,57,221
,54,,1,3,4,1,1,2,1,2,1,3,2,5,1,4,1,1,1,1,4,5,5,1,2,3,4,5,5,1,1,4,5,1,1,1,2,3,2,3,3,1,3,4,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,5,5,5,5,4,5,2,5,5,5,5,4,5,5,5,5,5,4,5,2,2,2,3,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,5,3,1,5,1,2,3,2,2,1,2,2,1,5,3,157,27,36,20,50,22,56,213
,55,,1,3,4,1,1,3,2,1,1,1,3,3,1,2,2,3,2,3,2,3,4,1,2,2,4,3,3,2,2,2,3,3,2,1,2,4,2,2,2,1,1,1,1,1,4,3,2,2,1,1,1,3,4,1,3,5,3,5,4,3,3,1,3,1,1,1,2,1,2,1,1,1,1,3,2,3,3,3,5,4,4,3,3,4,5,4,5,4,4,4,4,5,5,4,4,5,3,1,2,2,1,2,1,3,2,1,3,1,3,2,3,1,1,1,1,1,5,2,1,1,2,1,3,2,1,5,1,1,5,2,5,1,2,4,155,17,26,12,47,20,46,170
,56,,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,1,1,2,1,2,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,3,2,4,5,4,5,4,5,4,4,4,3,5,5,3,1,1,1,2,1,1,1,3,2,1,2,1,2,3,2,1,1,1,1,5,4,1,1,5,3,2,5,5,2,5,1,1,5,1,3,1,1,5,158,10,15,8,27,15,27,103
,57,,1,3,4,2,3,3,1,3,2,3,3,3,2,3,3,2,3,3,4,4,3,3,3,3,4,3,3,2,2,3,4,3,3,3,3,3,3,3,1,1,4,3,3,1,4,3,3,3,1,3,3,3,3,4,3,3,3,2,3,3,3,2,2,1,2,2,1,2,1,3,3,3,2,4,3,3,3,4,5,3,4,3,2,3,5,3,5,2,5,1,4,1,2,5,3,2,3,1,3,2,1,2,1,3,2,1,1,1,4,3,3,3,1,1,2,1,2,3,2,4,3,4,3,3,3,2,3,3,4,3,2,1,2,1,145,21,31,24,51,30,53,212
,58,,1,1,1,1,1,1,1,1,1,2,4,2,5,2,4,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,3,1,2,2,3,2,3,1,1,1,1,5,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,5,5,4,5,4,1,5,4,4,4,4,4,1,4,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,2,5,2,2,5,2,3,5,1,2,1,1,1,134,13,19,12,32,21,25,122
,59,,1,3,2,1,3,2,2,2,1,3,3,3,2,3,2,1,2,3,4,3,2,3,2,3,5,1,3,1,1,5,4,4,1,1,2,3,3,1,1,1,3,3,3,4,5,1,1,3,2,3,3,3,1,5,1,2,4,3,3,4,2,1,1,1,2,2,2,3,3,1,2,3,3,3,3,3,1,2,4,5,5,4,4,4,5,5,5,4,3,4,4,2,4,5,5,4,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,3,2,1,4,2,2,4,3,2,5,2,2,4,2,5,1,1,2,152,21,27,21,42,23,54,187
,60,,1,3,1,1,2,1,2,1,1,3,3,3,3,3,3,2,3,2,3,3,4,2,3,2,5,4,3,3,3,5,3,3,1,2,1,3,3,3,3,1,3,3,3,3,3,2,1,2,2,2,3,3,3,3,1,3,3,3,2,1,3,2,2,1,2,2,1,1,3,3,2,3,2,3,3,4,1,1,5,1,5,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,1,3,1,1,1,1,1,4,1,1,4,1,5,1,3,1,1,2,2,3,3,2,2,3,4,4,2,2,4,3,4,1,5,2,5,1,2,4,169,23,31,18,48,26,43,188
,61,,1,2,2,2,2,2,1,1,1,1,2,1,1,4,1,2,2,2,3,4,3,1,1,1,5,3,4,2,2,3,5,1,1,1,1,5,1,1,1,5,5,4,1,1,3,2,1,2,1,1,5,1,1,4,1,2,5,1,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,3,4,3,3,3,5,5,5,4,4,4,5,5,5,5,5,5,2,1,2,1,1,1,1,2,1,1,3,2,4,2,2,2,2,1,1,5,3,1,1,5,1,1,5,5,4,5,1,4,3,1,3,1,3,5,167,20,22,17,29,27,44,160
,62,,1,2,3,2,2,3,3,3,1,3,3,2,1,4,3,2,3,3,2,4,3,2,2,3,3,5,4,3,3,2,3,3,2,2,3,4,3,3,3,2,2,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,3,4,5,5,5,4,4,5,4,5,4,3,4,2,1,2,2,1,1,1,1,1,1,4,1,3,2,4,1,1,1,1,2,4,1,1,4,4,4,4,5,4,4,1,1,4,4,4,1,1,5,166,26,28,21,53,32,55,218
,63,,1,3,3,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,3,4,1,1,1,4,1,2,1,1,4,4,1,1,1,1,5,1,1,1,2,4,5,1,1,4,3,1,1,2,1,4,1,1,5,1,2,2,1,4,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,4,5,4,4,5,5,1,5,5,4,4,5,4,5,4,5,5,4,5,1,3,2,2,1,1,3,3,2,1,1,1,5,2,2,3,3,3,1,4,5,1,1,3,2,1,2,3,5,5,1,1,5,1,5,1,1,1,167,13,22,16,29,18,40,139
,64,,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,5,1,1,1,1,1,5,5,1,1,1,5,5,1,1,1,1,5,1,1,1,5,1,5,1,1,5,1,1,1,1,1,5,5,1,1,5,5,3,1,5,5,1,1,1,1,1,2,1,1,1,1,5,1,1,1,2,1,1,1,5,5,5,3,5,5,4,5,5,4,5,4,5,4,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,3,1,1,3,2,3,5,5,1,5,1,1,5,1,5,1,1,3,152,21,22,14,27,23,43,151
,65,,1,2,3,2,1,2,2,2,2,3,3,2,3,3,2,2,2,2,4,3,3,2,2,2,4,2,3,1,1,4,4,2,2,2,3,3,3,2,2,3,2,2,2,2,4,4,2,2,2,2,1,2,2,3,5,5,2,2,4,1,3,1,5,1,2,2,1,2,2,1,2,1,1,1,5,1,3,1,4,5,5,5,3,3,5,4,4,4,5,4,5,4,4,5,4,5,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,5,2,1,2,1,1,2,2,1,2,1,1,1,1,2,131,16,26,18,50,21,46,181
,66,,1,3,4,2,1,2,2,2,1,1,1,4,1,2,2,1,2,2,2,1,4,2,2,1,4,2,2,2,2,3,4,2,2,2,2,3,2,2,2,2,1,1,5,3,3,2,2,2,2,2,3,2,2,1,3,3,2,2,3,3,2,1,3,2,2,2,2,1,2,2,5,3,3,3,2,3,2,1,4,3,4,4,3,4,3,3,4,3,4,3,4,3,4,4,3,3,2,1,2,2,2,2,1,1,2,1,3,2,2,2,2,1,1,2,1,2,2,4,2,3,2,2,4,3,3,5,2,1,4,2,3,2,1,4,146,19,29,12,37,28,45,171
,67,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,4,4,2,2,2,4,2,4,2,2,4,4,2,2,2,2,4,2,2,2,4,4,4,2,4,4,2,2,2,2,2,4,2,2,4,2,2,4,2,4,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,5,3,3,4,2,4,2,2,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,2,4,3,4,2,4,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,168,20,28,24,44,33,56,207
,68,,1,3,3,1,2,3,3,1,1,3,3,2,3,3,3,1,3,2,5,3,4,2,3,3,3,4,4,3,3,3,3,3,3,3,2,3,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,4,3,5,5,5,5,5,3,5,5,3,5,3,5,1,1,1,2,1,1,1,1,1,1,1,1,5,1,2,1,2,1,1,1,3,2,1,4,2,1,2,1,1,5,1,1,2,1,5,1,3,2,142,25,30,21,56,34,57,226
,69,,1,3,1,2,3,2,3,2,1,3,3,3,2,3,2,1,2,2,4,3,5,3,1,3,4,3,3,3,1,5,5,1,1,1,1,3,3,2,1,3,5,4,2,4,5,1,1,1,3,3,3,3,4,3,1,1,3,1,4,3,1,1,2,1,3,3,3,1,1,2,5,4,5,1,1,1,2,3,5,4,5,5,5,5,5,5,5,3,5,3,5,3,4,5,5,3,1,1,1,1,1,1,2,1,1,1,2,3,4,1,3,3,1,1,1,1,5,5,1,5,3,1,3,3,2,5,3,1,3,3,1,1,5,3,164,22,29,25,36,24,54,192
,70,,1,3,3,1,1,2,3,2,1,3,1,3,5,3,4,2,1,2,4,5,3,1,2,3,5,1,3,3,2,4,3,4,3,3,3,3,4,3,2,3,3,3,3,3,3,3,2,2,1,2,4,3,3,1,4,2,4,1,3,1,3,1,3,1,3,1,1,1,2,2,2,1,3,4,2,2,1,1,4,5,5,4,5,5,5,5,4,5,5,4,5,4,5,5,5,4,2,5,1,4,4,2,1,3,3,1,1,1,1,1,4,1,1,1,1,1,2,1,1,5,4,1,5,1,1,5,4,1,5,1,1,4,1,1,167,17,27,18,51,32,48,192
,71,,1,5,1,3,4,1,3,2,1,3,1,4,2,5,1,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,5,5,3,5,5,4,4,5,3,5,4,5,5,5,5,1,1,2,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,5,1,1,5,2,5,1,4,5,146,27,34,19,57,32,54,226
,72,,1,3,3,2,2,1,2,3,1,1,2,3,3,3,2,1,2,1,5,4,3,3,2,3,2,2,3,1,3,3,3,3,1,1,3,3,2,3,2,2,5,4,3,3,5,3,3,3,2,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,2,2,2,2,2,2,2,4,2,2,2,5,5,5,4,3,2,1,3,2,1,1,1,1,2,1,2,1,3,3,1,1,1,1,1,1,3,1,1,1,2,2,2,1,2,3,1,4,3,1,3,1,4,5,126,22,29,22,53,27,54,210
,73,,1,3,3,2,1,2,2,2,2,2,2,3,4,3,3,2,2,2,3,2,3,2,2,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,4,5,4,3,3,2,5,3,4,4,5,3,5,4,3,4,2,4,2,1,1,1,2,1,1,3,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,3,3,4,3,3,1,5,3,1,3,135,22,31,19,53,32,55,214
,74,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,1,1,1,5,5,5,1,5,1,5,5,5,3,5,1,5,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,4,5,1,1,1,5,5,3,5,1,3,2,1,1,2,3,3,2,3,2,4,2,3,3,3,1,4,2,5,5,5,4,3,2,5,5,5,3,5,4,4,2,2,3,3,4,2,2,2,3,2,2,3,3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,154,27,25,25,60,39,52,232
,75,,1,2,3,1,2,1,1,1,1,1,1,3,2,2,2,1,1,1,3,2,2,1,1,1,5,3,2,1,1,3,2,2,2,2,2,2,3,3,1,2,1,1,5,1,3,2,1,1,1,1,1,3,1,1,3,4,1,5,2,1,1,1,2,2,1,1,1,1,2,2,3,3,3,3,3,5,3,1,5,4,5,5,2,5,5,5,5,4,5,4,5,4,5,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,5,3,2,5,1,1,5,1,1,5,1,4,147,15,26,8,36,22,41,149
,76,,1,3,2,1,5,4,5,2,3,5,3,5,4,1,1,3,5,3,4,3,3,3,3,5,3,5,3,1,5,1,3,2,2,4,1,5,4,3,3,5,3,2,3,2,5,5,3,3,3,5,3,5,4,5,3,3,3,3,3,5,3,3,1,2,3,5,1,3,5,3,5,3,1,1,3,3,1,3,3,5,5,3,2,4,5,5,2,5,5,5,5,3,5,5,5,1,1,2,1,2,1,1,1,1,1,1,2,1,5,1,3,1,1,2,2,5,4,2,2,1,3,1,5,1,3,5,5,5,4,4,5,5,5,4,172,26,32,25,65,30,65,246
,77,,1,1,2,1,2,2,4,1,1,2,2,4,4,5,1,1,1,3,5,4,5,1,2,2,5,2,4,2,2,4,4,2,1,1,1,3,3,3,1,3,1,1,1,1,5,1,1,1,3,4,5,1,1,2,1,1,1,3,5,1,2,1,1,1,2,1,1,1,1,1,2,2,1,5,1,1,1,3,5,4,5,5,5,4,5,4,5,1,5,4,4,4,5,5,4,5,3,3,4,1,1,2,1,2,1,1,1,1,3,1,3,1,2,2,1,1,5,2,1,2,2,1,1,1,2,5,1,1,5,5,5,1,5,5,164,23,28,12,38,23,44,165
,78,,1,3,1,2,1,2,1,1,1,1,3,4,1,2,4,1,3,1,3,3,2,1,1,2,4,4,3,1,2,4,4,3,1,1,1,4,1,3,1,2,2,1,4,1,4,2,1,1,2,1,3,3,1,3,3,4,3,2,4,2,2,2,3,1,2,3,2,1,2,1,4,2,1,2,3,2,1,3,5,4,4,5,5,4,5,4,4,4,5,3,4,4,5,5,4,5,1,1,3,2,2,1,1,3,2,1,1,1,5,2,2,3,3,3,1,4,5,1,1,3,2,1,2,3,5,5,1,1,5,1,5,1,1,1,165,21,27,13,37,27,42,167
